name,title
o9-solutions.endpoints.o9solutions-public.cloud.googleapis.com,o9 Solutions
ohdsi-atlas-odysseusinc-public.cloudpartnerservices.googleapis.com,"Odysseus Data Services, Inc OHDSI ATLAS"
olfullnode-chronos-225820.cloudpartnerservices.googleapis.com,Oneledger Technology Inc. OneLedger Chronos Testnet Full Node
omniindex-dicom-analytics.endpoints.omniindex-oidx-public.cloud.googleapis.com,OmniIndex DICOM Analytics
ondemandscanning.googleapis.com,On-Demand Scanning API
oneledger-mainnet-kainos-node-chronos-225820.cloudpartnerservices.googleapis.com,Oneledger Technology Inc. OneLedger Kainos Mainnet Full Node
openemr-launchpad-oemr-public.cloudpartnerservices.googleapis.com,OEMR OpenEMR Launchpad
opsconfigmonitoring.googleapis.com,Config Monitoring for Ops API
orcasecurity-for-gcp.endpoints.orca-security-public.cloud.googleapis.com,Orca Security
orgpolicy.googleapis.com,Organization Policy API
origin-protocol-dshop-originprotocol-public.cloudpartnerservices.googleapis.com,Origin Protocol DShop
orocommerce-oro-inc-public.cloudpartnerservices.googleapis.com,Oro Inc. OroCommerce VM
orocrm-oro-inc-public.cloudpartnerservices.googleapis.com,Oro Inc. OroCRM VM
osconfig.googleapis.com,OS Config API
oslogin.googleapis.com,Cloud OS Login API
pagespeedonline.googleapis.com,PageSpeed Insights API
palantir-foundry-on-google-cloud.endpoints.palantir-public.cloud.googleapis.com,Palantir Foundry on Google Cloud
panos-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. panos Reporting Service"
pantheon-webops.endpoints.pantheon-market-public.cloud.googleapis.com,Pantheon WebOps
partners-json.googleapis.com,Google Partners API
payg-prod.gcpmarketplace.confluent.cloud,Confluent Cloud Service Prod
paymentsresellersubscription.googleapis.com,Payments Reseller Subscription API
pendo-io-gcp.endpoints.pendo-marketplace-public.cloud.googleapis.com,Pendo.IO
people.googleapis.com,People API
performanceparameters.googleapis.com,Android Performance Parameters API
permission.io-full-node.endpoints.permission-public.cloud.googleapis.com,Permission.Io Full Node
permission.io-mining-node.endpoints.permission-public.cloud.googleapis.com,Permission.io Mining Node
photoslibrary.googleapis.com,Photos Library API
physna-public.endpoints.physna-public.cloud.googleapis.com,Physna
picker.googleapis.com,Google Picker API
pilot-single-node.endpoints.clearbladegcp-public.cloud.googleapis.com,Intelligent Assets
places-backend.googleapis.com,Places API
plainsight-vision-ai.endpoints.plainsight-public.cloud.googleapis.com,Plainsight on Google Cloud
playablelocations.googleapis.com,Playable Locations API
playcustomapp.googleapis.com,Google Play Custom App Publishing API
playintegrity.googleapis.com,Google Play Integrity API
plus.googleapis.com,Google+ API
plusdomains.googleapis.com,Google+ Domains API
plushangouts.googleapis.com,Google+ Hangouts API
policyanalyzer.googleapis.com,Policy Analyzer API
policysimulator.googleapis.com,Policy Simulator API
policytroubleshooter.googleapis.com,Policy Troubleshooter API
poly.googleapis.com,Poly API
prevision.io.endpoints.prevision-public.cloud.googleapis.com,Prevision.io
prisma-access-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. Cortex-XDR Reporting Service"
prisma-cloud-compute-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. Prisma Cloud Compute Reporting Service"
privateca.googleapis.com,Certificate Authority API
prod-tt-sasportal.googleapis.com,SAS Portal API (Testing)
prod.cloud.datastax.com,DataStax Astra - Cassandra as a Service
prod.n4gcp.neo4j.io,Neo4j GCP Integration Service (Prod)
programmablesearchelement.googleapis.com,Programmable Search Element Paid API
publicca.googleapis.com,Public Certificate Authority API
pubsub.googleapis.com,Cloud Pub/Sub API
pubsublite.googleapis.com,Pub/Sub Lite API
qlik-gcp-marketplace-saas.endpoints.qlik-marketplace-public.cloud.googleapis.com,Qlik Data Integration
qliktech-replicate-cdc.endpoints.qlik-marketplace-public.cloud.googleapis.com,QlikTech Replicate CDC
qtum-gcp-qtum-chain-foundation.cloudpartnerservices.googleapis.com,Qtum Chain Foundation Qtum-Core
quantum-metric-quantum-metric-llc-public.cloudpartnerservices.googleapis.com,Quantum Metric Reporting Service
quobyte-storage-byol-quobyte-public.cloudpartnerservices.googleapis.com,Quobyte Inc. Quobyte Data Center File System
qutscloud.endpoints.qutscloud-public.cloud.googleapis.com,QuTScloud
qvera-interface-engine-qvera-public.cloudpartnerservices.googleapis.com,Qvera Interface Engine (QIE) 4.0
reach-engine-by-levels-beyond.endpoints.levelsbeyond-public.cloud.googleapis.com,Reach Engine by Levels Beyond
readabl.endpoints.kmiles-public.cloud.googleapis.com,Readabl.ai
real-time-continuous-optimization.endpoints.granulate-public.cloud.googleapis.com,Real Time Continuous Optimization
realtime.googleapis.com,Realtime API
realtimebidding.googleapis.com,Real-time Bidding API
reblaze-gcp-by-the-hour-reblaze-public.cloudpartnerservices.googleapis.com,Reblaze Technologies Reblaze
reblaze-gcp-reblaze-public.cloudpartnerservices.googleapis.com,Reblaze Technologies Reblaze (BYOL)
reblaze-saas-private-offer-reblaze-public.cloudpartnerservices.googleapis.com,Reblaze Technologies reblaze-saas-private-offer Reporting Service
recaptchaenterprise.googleapis.com,reCAPTCHA Enterprise API
recommendationengine.googleapis.com,Recommendations AI (Beta)
recommender.googleapis.com,Recommender API
redis.googleapis.com,Google Cloud Memorystore for Redis API
remotebuildexecution.googleapis.com,Remote Build Execution API
replicapool.googleapis.com,Compute Engine Instance Group Manager API
replicapoolupdater.googleapis.com,Compute Engine Instance Group Updater API
reputation-for-gcp.endpoints.reputation-public.cloud.googleapis.com,Reputation
rescale-intelligent-hpc-platform.endpoints.marketplace-rescale-id-public.cloud.googleapis.com,Rescale Intelligent HPC Platform
reseller.googleapis.com,Google Workspace Reseller API
resolve-studio-17.endpoints.blackmagicdesign-public.cloud.googleapis.com,Resolve Studio 17
resourcesettings.googleapis.com,Resource Settings API
resourceviews.googleapis.com,Compute Engine Instance Groups API
retail.googleapis.com,Retail API
risc.googleapis.com,RISC API
roads.googleapis.com,Roads API
run.googleapis.com,Cloud Run Admin API
runtimeconfig.googleapis.com,Cloud Runtime Configuration API
saas-security.endpoints.paloaltonetworks-public.cloud.googleapis.com,SaaS Security
safebrowsing-json.googleapis.com,Safe Browsing API (Legacy)
safebrowsing.googleapis.com,Safe Browsing API
safekit-farm-linux-evidian-public.cloudpartnerservices.googleapis.com,Evidian SafeKit Farm Cluster on CentOS
safekit-farm-windows-evidian-public.cloudpartnerservices.googleapis.com,Evidian SafeKit Farm Cluster on Windows
safekit-mirror-linux-evidian-public.cloudpartnerservices.googleapis.com,Evidian SafeKit Mirror Cluster on CentOS
safekit-mirror-windows-evidian-public.cloudpartnerservices.googleapis.com,Evidian SafeKit Mirror Cluster on Windows
safekit-mirror-windows-evidian-public.cloudpartnerservices.googleapis.com,Evidian SafeKit Mirror Cluster on Windows
salesloft.endpoints.salesloft-public.cloud.googleapis.com,Salesloft
sap.endpoints.paloaltonetworks-public.cloud.googleapis.com,SAP
sasportal.googleapis.com,SAS Portal API
schedmd-slurm-gcp.endpoints.schedmd-slurm-public.cloud.googleapis.com,schedmd-slurm-gcp
script.googleapis.com,Apps Script API
sd-wan-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. sd-wan Reporting Service"
searchconsole.googleapis.com,Google Search Console API
secretmanager.googleapis.com,Secret Manager API
securedlandingzone.googleapis.com,Secured Landing Zone API
securetoken.googleapis.com,Token Service API
securiti-on-gcp-marketplace.endpoints.securitiai-public.cloud.googleapis.com,Securiti on GCP Marketplace
securitycenter.googleapis.com,Security Command Center API
seismicgcpmarketplace.endpoints.seismic-marketplace-id-public.cloud.googleapis.com,Seismic Sales Enablement Platform
selenoid-aerokube-software-public.cloudpartnerservices.googleapis.com,Aerokube Software Selenoid
semarchy-xdm-quick-start-vm.endpoints.semarchy-xdm-public.cloud.googleapis.com,Semarchy xDM - Quick Start VM
serviceconsumermanagement.googleapis.com,Service Consumer Management API
servicecontrol.googleapis.com,Service Control API
servicedirectory.googleapis.com,Service Directory API
servicemanagement.googleapis.com,Service Management API
servicenetworking.googleapis.com,Service Networking API
serviceusage.googleapis.com,Service Usage API
sftp-gateway.endpoints.thorn-technologies-public.cloud.googleapis.com,SFTP Gateway
sheets.googleapis.com,Google Sheets API
shoppingcontent.googleapis.com,Content API for Shopping
silk-cloud-data-platform-license.endpoints.kaminario-public.cloud.googleapis.com,Silk Cloud Data Platform License
simvm.endpoints.simvm-prod.cloud.googleapis.com,SimVM
singlestore-for-gcp-memsql-public.cloudpartnerservices.googleapis.com,MemSQL SingleStore Managed Service Reporting Service
siteverification.googleapis.com,Site Verification API
slides.googleapis.com,Google Slides API
slower-first-barrier-gcp.endpoints.slower-public.cloud.googleapis.com,Slower: First Barrier
smartdevicemanagement.googleapis.com,Smart Device Management API
smbstorefront.googleapis.com,SMB Storefront API
sme-enterprisefilefabric-sme-public-project.cloudpartnerservices.googleapis.com,Storage Made Easy Enterprise File Fabric
soundcommerce.endpoints.soundcommerce-partner-public.cloud.googleapis.com,SoundCommerce
sourcerepo.googleapis.com,Cloud Source Repositories API
spanner.googleapis.com,Cloud Spanner API
speech.googleapis.com,Cloud Speech-to-Text API
speedworkers.endpoints.botify-public.cloud.googleapis.com,SpeedWorkers
spendai-vm-electrifai-public.cloudpartnerservices.googleapis.com,ElectrifAi LLC SpendAi
splunk-cloud-gcp-marketplace-lve-1.cloudpartnerservices.googleapis.com,Splunk Cloud Reporting Service
splunk-enterprise-gcp.endpoints.gcp-marketplace-lve-1.cloud.googleapis.com,Splunk Enterprise
splunk-enterprise-vm.endpoints.gcp-marketplace-lve-1.cloud.googleapis.com,Splunk Enterprise VM
sql-component.googleapis.com,Cloud SQL
sql-fci-sql-fci-public.cloudpartnerservices.googleapis.com,SQL FCI SQL Server 2016 AlwaysOn Failover Cluster Instance (Beta)
sql-server-2019-express-edition-gclouds-public.cloudpartnerservices.googleapis.com,gClouds SQL Server 2019 Express Edition
sqladmin.googleapis.com,Cloud SQL Admin API
stackdriver.googleapis.com,Stackdriver API
starburst-galaxy-gcp-starburst-public.cloudpartnerservices.googleapis.com,Starburst
static-maps-backend.googleapis.com,Maps Static API
static-maps-backend.googleapis.com,Maps Static API
storage-api.googleapis.com,Google Cloud Storage JSON API
storage-component.googleapis.com,Cloud Storage
storage.googleapis.com,Cloud Storage API
storagetransfer.googleapis.com,Storage Transfer API
stratus-meridian-developer-portal-stratus-meridian-public.cloudpartnerservices.googleapis.com,Stratus Meridian's Developer Portal for Apigee
street-view-image-backend.googleapis.com,Street View Static API
streetviewpublish.googleapis.com,Street View Publish API
striim-license-with-support-striim-public.cloudpartnerservices.googleapis.com,Striim Inc. Striim Subscription Reporting Service
sts.googleapis.com,Security Token Service API
subscribewithgoogle.googleapis.com,Subscribe with Google Publication API
subscribewithgoogledeveloper.googleapis.com,Subscribe with Google Developer API
surveys.googleapis.com,Google Surveys API
sysdig-secure-devops-platform.endpoints.sysdig-public.cloud.googleapis.com,Sysdig Secure DevOps Platform
tagmanager.googleapis.com,Tag Manager API
tamr-gcp.endpoints.tamr-public.cloud.googleapis.com,Tamr
tapclicks.endpoints.tc-gcp-marketplace-public.cloud.googleapis.com,TapClicks
tasks.googleapis.com,Tasks API
tempered-airwall-v300-tempered-networks-public.cloudpartnerservices.googleapis.com,Tempered Airwall Gateway v3.0.0
tempered-conductor-v223-tempered-networks-public.cloudpartnerservices.googleapis.com,Tempered Networks Tempered Airwall Conductor v2.2.3
tempered-conductor-v228-tempered-networks-public.cloudpartnerservices.googleapis.com,Tempered Networks Tempered Airwall Conductor v2.2.8
tempered-conductor-v300-tempered-networks-public.cloudpartnerservices.googleapis.com,Tempered Airwall Conductor v3.0.0
ternary-for-gcp.endpoints.ternary-marketplace-public.cloud.googleapis.com,Ternary
testing.googleapis.com,Cloud Testing API
texttospeech.googleapis.com,Cloud Text-to-Speech API
thiago-vm-for-migration-partnerdemotest.cloudpartnerservices.googleapis.com,Partner Demo Test thiago-vm-for-migration
thingsboard-pe-thingsboard-public.cloudpartnerservices.googleapis.com,"ThingsBoard, Inc. ThingsBoard Professional Edition"
thoughtspot-enterprise-saas-gcp-thoughtspot-public.cloudpartnerservices.googleapis.com,Thoughtspot Inc ThoughtSpot Search & AI-driven Analytics Reporting Service
tidal-tools-tidal-migrations-public.cloudpartnerservices.googleapis.com,Tidal Migrations Tidal Tools
tigergraph-cloud-saas.endpoints.tigergraph-public.cloud.googleapis.com,TigerGraph Cloud
timezone-backend.googleapis.com,Time Zone API
tinyclues.endpoints.tinyclues-public.cloud.googleapis.com,tinyclues
toolresults.googleapis.com,Cloud Tool Results API
tpu.googleapis.com,Cloud TPU API
tracemark.endpoints.tracemark-public.cloud.googleapis.com,tracemark
trafficdirector.googleapis.com,Traffic Director API
trafficguard.endpoints.trafficguard-public.cloud.googleapis.com,TrafficGuard
transcoder.googleapis.com,Transcoder API
translate.googleapis.com,Cloud Translation API
travelpartner.googleapis.com,Travel Partner API
trax-retail.endpoints.traxretail-public.cloud.googleapis.com,Retail Watch
unacast-turbine.endpoints.unacast-public.cloud.googleapis.com,Unacast Turbine
unbxd-search-browse-and-recommendations.endpoints.unbxd-marketplace-public.cloud.googleapis.com,"Unbxd Search, Browse and Recommendations"
unit-42.endpoints.paloaltonetworks-public.cloud.googleapis.com,Unit 42
untie-nots-loyalty-challenge.endpoints.untienots-public.cloud.googleapis.com,Untie Nots Loyalty Challenge
usercontext.googleapis.com,Awareness API
vault.googleapis.com,G Suite Vault API
vectortile.googleapis.com,Semantic Tile API
veeam-backup-for-google-cloud-veeam-marketplace-public.cloudpartnerservices.googleapis.com,Veeam Software Veeam Backup for Google Cloud Platform
veos-router-sw-veos-public.cloudpartnerservices.googleapis.com,Arista Networks Inc. vEOS Router
verifiedaccess.googleapis.com,Chrome Verified Access API
versa-operating-system-versa-networks-public.cloudpartnerservices.googleapis.com,Versa Networks Inc Versa Operating System
versionhistory.googleapis.com,Version History API
videointelligence.googleapis.com,Cloud Video Intelligence API
vidyoconnect.endpoints.vidyo-public.cloud.googleapis.com,VidyoConnect
vision.googleapis.com,Cloud Vision API
vm-series-byol-ela-private-offer1-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. VM-Series Next-Generation Firewall BYOL ELA Reporting Service"
vmmigration.googleapis.com,VM Migration API
vmware-on-gcp.endpoints.vmware-public.cloud.googleapis.com,VMware on GCP
vmware-sdwan-vmware-sdwan-public.cloudpartnerservices.googleapis.com,VMware Inc. vmware-sdwan
vmwareengine.googleapis.com,VMware Engine API
vpcaccess.googleapis.com,Serverless VPC Access API
wallarm-node-wallarm-node-195710.cloudpartnerservices.googleapis.com,Wallarm - Next-Gen Web Application Firewall (WAF)
walletobjects.googleapis.com,Google Pay Passes API
webfonts.googleapis.com,Web Fonts Developer API
webrisk.googleapis.com,Web Risk API
websecurityscanner.googleapis.com,Web Security Scanner API
wildfire.endpoints.paloaltonetworks-public.cloud.googleapis.com,WildFire
wiz-gcp-marketplace.endpoints.wiz-public.cloud.googleapis.com,WIZ Cloud Infrastructure Security Platform
workflowexecutions.googleapis.com,Workflow Executions API
workflows.googleapis.com,Workflows API
workspan-co-sell-partners.endpoints.workspan-public.cloud.googleapis.com,WorkSpan Co-Sell with Partners
workspot-for-gcp-workspot-public.cloudpartnerservices.googleapis.com,Workspot Low Latency Cloud PCs
xdr.endpoints.cybereason-public.cloud.googleapis.com,Cybereason Extended Detection and Response (XDR)
xpresso-ai-abzooba-public.cloudpartnerservices.googleapis.com,Abzooba Inc. xpresso-ai
xsoar-paloaltonetworks-public.cloudpartnerservices.googleapis.com,"Palo Alto Networks, Inc. xsoar Reporting Service"
youtube.googleapis.com,YouTube Data API v3
youtubeanalytics.googleapis.com,YouTube Analytics API
youtubeoembed.googleapis.com,YouTube oEmbed API
youtubereporting.googleapis.com,YouTube Reporting API
yugabyte-cloud-gcp.endpoints.yugabyte-mp-public.cloud.googleapis.com,Yugabyte Cloud
zeotap-public.endpoints.zeotap-public.cloud.googleapis.com,ZEOTAP
